frame_number, top, right, bottom, left, height, width
01395, 109, 695, 227, 577, 118, 118
01396, 109, 695, 227, 577, 118, 118
01397, 109, 695, 227, 577, 118, 118
01398, 109, 695, 227, 577, 118, 118
01399, 109, 695, 227, 577, 118, 118
01400, 109, 695, 227, 577, 118, 118
01401, 97, 683, 215, 565, 118, 118
01402, 97, 683, 215, 565, 118, 118
01403, 97, 683, 215, 565, 118, 118
01404, 97, 683, 215, 565, 118, 118
01405, 97, 683, 215, 565, 118, 118
01406, 97, 683, 215, 565, 118, 118
01407, 97, 683, 215, 565, 118, 118
01408, 97, 683, 215, 565, 118, 118
01409, 97, 683, 215, 565, 118, 118
01410, 109, 683, 227, 565, 118, 118
01411, 109, 683, 227, 565, 118, 118
01412, 121, 683, 239, 565, 118, 118
01413, 121, 683, 239, 565, 118, 118
01414, 121, 683, 239, 565, 118, 118
01415, 121, 671, 239, 553, 118, 118
01416, 121, 671, 239, 553, 118, 118
01417, 121, 671, 239, 553, 118, 118
01418, 121, 671, 239, 553, 118, 118
01419, 121, 671, 239, 553, 118, 118
01420, 121, 671, 239, 553, 118, 118
01421, 121, 671, 239, 553, 118, 118
01422, 121, 671, 239, 553, 118, 118
01423, 121, 671, 239, 553, 118, 118
01424, 106, 679, 248, 537, 142, 142
01425, 106, 679, 248, 537, 142, 142
01426, 106, 679, 248, 537, 142, 142
01427, 106, 679, 248, 537, 142, 142
01428, 106, 679, 248, 537, 142, 142
01429, 106, 679, 248, 537, 142, 142
01430, 106, 679, 248, 537, 142, 142
01431, 109, 659, 227, 541, 118, 118
01432, 121, 671, 239, 553, 118, 118
01433, 121, 671, 239, 553, 118, 118
01434, 121, 671, 239, 553, 118, 118
01435, 121, 671, 239, 553, 118, 118
01436, 121, 671, 239, 553, 118, 118
01437, 121, 671, 239, 553, 118, 118
01438, 121, 671, 239, 553, 118, 118
01439, 121, 683, 239, 565, 118, 118
01440, 121, 683, 239, 565, 118, 118
01441, 121, 683, 239, 565, 118, 118
01442, 109, 671, 227, 553, 118, 118
01443, 109, 671, 227, 553, 118, 118
01444, 109, 683, 227, 565, 118, 118
01445, 109, 671, 227, 553, 118, 118
01446, 109, 683, 227, 565, 118, 118
01447, 109, 683, 227, 565, 118, 118
01448, 109, 683, 227, 565, 118, 118
01449, 121, 683, 239, 565, 118, 118
01450, 121, 683, 239, 565, 118, 118
01451, 121, 683, 239, 565, 118, 118
01452, 121, 683, 239, 565, 118, 118
01453, 109, 683, 227, 565, 118, 118
01454, 121, 695, 239, 577, 118, 118
01455, 109, 683, 227, 565, 118, 118
01456, 109, 683, 227, 565, 118, 118
01457, 109, 683, 227, 565, 118, 118
01458, 109, 683, 227, 565, 118, 118
01459, 109, 683, 227, 565, 118, 118
01460, 92, 693, 233, 552, 141, 141
01461, 92, 693, 233, 552, 141, 141
01462, 109, 671, 227, 553, 118, 118
01463, 109, 671, 227, 553, 118, 118
01464, 109, 671, 227, 553, 118, 118
01465, 109, 671, 227, 553, 118, 118
01466, 109, 671, 227, 553, 118, 118
01467, 109, 671, 227, 553, 118, 118
01468, 109, 671, 227, 553, 118, 118
01469, 109, 671, 227, 553, 118, 118
01470, 109, 671, 227, 553, 118, 118
01471, 109, 671, 227, 553, 118, 118
01472, 109, 671, 227, 553, 118, 118
01473, 109, 671, 227, 553, 118, 118
01474, 109, 671, 227, 553, 118, 118
01475, 109, 671, 227, 553, 118, 118
01476, 109, 671, 227, 553, 118, 118
01477, 121, 671, 239, 553, 118, 118
01478, 121, 671, 239, 553, 118, 118
01479, 109, 659, 227, 541, 118, 118
01480, 121, 659, 239, 541, 118, 118
01481, 109, 659, 227, 541, 118, 118
01482, 109, 647, 227, 530, 118, 117
01483, 109, 647, 227, 530, 118, 117
01484, 109, 647, 227, 530, 118, 117
01485, 92, 664, 233, 523, 141, 141
01486, 92, 664, 233, 523, 141, 141
01487, 92, 664, 233, 523, 141, 141
01488, 92, 664, 233, 523, 141, 141
01489, 109, 647, 227, 530, 118, 117
01490, 109, 647, 227, 530, 118, 117
01491, 92, 650, 233, 509, 141, 141
01492, 109, 647, 227, 530, 118, 117
01493, 97, 647, 215, 530, 118, 117
01494, 97, 647, 215, 530, 118, 117
01495, 109, 659, 227, 541, 118, 118
01496, 109, 659, 227, 541, 118, 118
01497, 92, 664, 233, 523, 141, 141
01498, 92, 664, 233, 523, 141, 141
01499, 109, 659, 227, 541, 118, 118
01500, 109, 659, 227, 541, 118, 118
01501, 109, 659, 227, 541, 118, 118
01502, 109, 659, 227, 541, 118, 118
01503, 97, 659, 215, 541, 118, 118
01504, 92, 664, 233, 523, 141, 141
01505, 92, 664, 233, 523, 141, 141
01506, 97, 659, 215, 541, 118, 118
01507, 97, 659, 215, 541, 118, 118
01508, 97, 659, 215, 541, 118, 118
01509, 97, 659, 215, 541, 118, 118
01510, 97, 659, 215, 541, 118, 118
01511, 97, 659, 215, 541, 118, 118
01512, 97, 659, 215, 541, 118, 118
01513, 97, 659, 215, 541, 118, 118
01514, 92, 664, 233, 523, 141, 141
01515, 92, 664, 233, 523, 141, 141
01516, 92, 664, 233, 523, 141, 141
01517, 92, 664, 233, 523, 141, 141
01518, 92, 664, 233, 523, 141, 141
01519, 92, 664, 233, 523, 141, 141
01520, 92, 664, 233, 523, 141, 141
01521, 92, 664, 233, 523, 141, 141
01522, 92, 664, 233, 523, 141, 141
01523, 92, 664, 233, 523, 141, 141
01524, 92, 664, 233, 523, 141, 141
01525, 92, 664, 233, 523, 141, 141
01526, 92, 664, 233, 523, 141, 141
01527, 92, 664, 233, 523, 141, 141
01528, 92, 664, 233, 523, 141, 141
01529, 92, 664, 233, 523, 141, 141
01530, 92, 664, 233, 523, 141, 141
01531, 106, 650, 248, 509, 142, 141
01532, 106, 664, 248, 523, 142, 141
01533, 133, 647, 251, 530, 118, 117
01534, 133, 647, 251, 530, 118, 117
01535, 145, 659, 263, 541, 118, 118
01536, 135, 664, 276, 523, 141, 141
01537, 145, 659, 263, 541, 118, 118
01538, 133, 659, 251, 541, 118, 118
01539, 133, 671, 251, 553, 118, 118
01540, 133, 671, 251, 553, 118, 118
01541, 133, 671, 251, 553, 118, 118
01542, 121, 683, 239, 565, 118, 118
01543, 121, 683, 239, 565, 118, 118
01544, 121, 695, 239, 577, 118, 118
01545, 121, 695, 239, 577, 118, 118
01546, 121, 695, 239, 577, 118, 118
01547, 121, 707, 239, 589, 118, 118
01548, 121, 707, 239, 589, 118, 118
01549, 133, 719, 251, 601, 118, 118
01550, 133, 719, 251, 601, 118, 118
01551, 133, 719, 251, 601, 118, 118
01552, 133, 719, 251, 601, 118, 118
01553, 133, 719, 251, 601, 118, 118
01554, 121, 731, 239, 613, 118, 118
01555, 121, 731, 239, 613, 118, 118
01556, 121, 731, 239, 613, 118, 118
01557, 121, 731, 239, 613, 118, 118
01558, 106, 750, 248, 609, 142, 141
01559, 106, 750, 248, 609, 142, 141
01560, 106, 750, 248, 609, 142, 141
01561, 106, 750, 248, 609, 142, 141
01562, 106, 750, 248, 609, 142, 141
01563, 106, 750, 248, 609, 142, 141
01564, 106, 750, 248, 609, 142, 141
01565, 106, 750, 248, 609, 142, 141
01566, 106, 750, 248, 609, 142, 141
01567, 92, 736, 233, 595, 141, 141
01568, 106, 736, 248, 595, 142, 141
01569, 120, 722, 262, 580, 142, 142
01570, 120, 722, 262, 580, 142, 142
01571, 120, 707, 262, 566, 142, 141
01572, 106, 707, 248, 566, 142, 141
01573, 120, 693, 262, 552, 142, 141
01574, 106, 693, 248, 552, 142, 141
01575, 106, 693, 248, 552, 142, 141
01576, 120, 664, 262, 523, 142, 141
01577, 106, 664, 248, 523, 142, 141
01578, 120, 650, 262, 509, 142, 141
01579, 106, 650, 248, 509, 142, 141
01580, 121, 624, 239, 506, 118, 118
01581, 92, 621, 233, 480, 141, 141
01582, 92, 621, 233, 480, 141, 141
01583, 92, 607, 233, 466, 141, 141
01584, 92, 593, 233, 451, 141, 142
01585, 92, 593, 233, 451, 141, 142
01586, 92, 593, 233, 451, 141, 142
01587, 92, 578, 233, 437, 141, 141
01588, 106, 578, 248, 437, 142, 141
01589, 106, 564, 248, 423, 142, 141
01590, 92, 564, 233, 423, 141, 141
01591, 106, 564, 248, 423, 142, 141
01592, 106, 550, 248, 408, 142, 142
01593, 106, 564, 248, 423, 142, 141
01594, 106, 564, 248, 423, 142, 141
01595, 106, 564, 248, 423, 142, 141
01596, 92, 564, 233, 423, 141, 141
01597, 106, 550, 248, 408, 142, 142
01598, 106, 550, 248, 408, 142, 142
01599, 106, 550, 248, 408, 142, 142
01600, 106, 550, 248, 408, 142, 142
01601, 92, 550, 233, 408, 141, 142
01602, 92, 550, 233, 408, 141, 142
01603, 92, 550, 233, 408, 141, 142
01604, 92, 550, 233, 408, 141, 142
01605, 74, 576, 244, 406, 170, 170
01606, 92, 564, 233, 423, 141, 141
01607, 92, 564, 233, 423, 141, 141
01608, 92, 564, 233, 423, 141, 141
01609, 92, 578, 233, 437, 141, 141
01610, 92, 578, 233, 437, 141, 141
01611, 106, 607, 248, 466, 142, 141
01612, 92, 593, 233, 451, 141, 142
01613, 92, 621, 233, 480, 141, 141
01614, 106, 621, 248, 480, 142, 141
01615, 77, 636, 219, 494, 142, 142
01616, 92, 650, 233, 509, 141, 141
01617, 92, 664, 233, 523, 141, 141
01618, 92, 664, 233, 523, 141, 141
01619, 121, 671, 239, 553, 118, 118
01620, 121, 683, 239, 565, 118, 118
01621, 106, 707, 248, 566, 142, 141
01622, 120, 707, 262, 566, 142, 141
01623, 106, 722, 248, 580, 142, 142
01624, 106, 736, 248, 595, 142, 141
01625, 121, 731, 239, 613, 118, 118
01626, 121, 731, 239, 613, 118, 118
01627, 92, 750, 233, 609, 141, 141
01628, 109, 743, 227, 625, 118, 118
01629, 77, 750, 219, 609, 142, 141
01630, 92, 765, 233, 623, 141, 142
01631, 92, 765, 233, 623, 141, 142
01632, 109, 767, 227, 649, 118, 118
01633, 109, 767, 227, 649, 118, 118
01634, 92, 779, 233, 638, 141, 141
01635, 109, 779, 227, 661, 118, 118
01636, 109, 779, 227, 661, 118, 118
01637, 109, 779, 227, 661, 118, 118
01638, 109, 779, 227, 661, 118, 118
01639, 109, 779, 227, 661, 118, 118
01640, 97, 767, 215, 649, 118, 118
01641, 109, 779, 227, 661, 118, 118
01642, 97, 767, 215, 649, 118, 118
01643, 97, 767, 215, 649, 118, 118
01644, 97, 755, 215, 637, 118, 118
01645, 97, 755, 215, 637, 118, 118
01646, 97, 743, 215, 625, 118, 118
01647, 92, 750, 233, 609, 141, 141
01648, 92, 750, 233, 609, 141, 141
01649, 92, 736, 233, 595, 141, 141
01650, 109, 719, 227, 601, 118, 118
01651, 92, 722, 233, 580, 141, 142
01652, 92, 722, 233, 580, 141, 142
01653, 92, 707, 233, 566, 141, 141
01654, 92, 693, 233, 552, 141, 141
01655, 121, 683, 239, 565, 118, 118
01656, 106, 693, 248, 552, 142, 141
01657, 106, 679, 248, 537, 142, 142
01658, 106, 679, 248, 537, 142, 142
01659, 121, 659, 239, 541, 118, 118
01660, 121, 659, 239, 541, 118, 118
01661, 121, 659, 239, 541, 118, 118
01662, 121, 659, 239, 541, 118, 118
01663, 121, 659, 239, 541, 118, 118
01664, 109, 647, 227, 530, 118, 117
01665, 109, 647, 227, 530, 118, 117
01666, 109, 647, 227, 530, 118, 117
01667, 97, 647, 215, 530, 118, 117
01668, 97, 647, 215, 530, 118, 117
01669, 97, 647, 215, 530, 118, 117
01670, 92, 664, 233, 523, 141, 141
01671, 92, 664, 233, 523, 141, 141
01672, 92, 664, 233, 523, 141, 141
01673, 92, 664, 233, 523, 141, 141
01674, 109, 659, 227, 541, 118, 118
01675, 109, 659, 227, 541, 118, 118
01676, 92, 664, 233, 523, 141, 141
01677, 92, 664, 233, 523, 141, 141
01678, 92, 664, 233, 523, 141, 141
01679, 92, 664, 233, 523, 141, 141
01680, 109, 659, 227, 541, 118, 118
01681, 109, 659, 227, 541, 118, 118
01682, 92, 664, 233, 523, 141, 141
01683, 92, 664, 233, 523, 141, 141
01684, 92, 664, 233, 523, 141, 141
01685, 92, 664, 233, 523, 141, 141
01686, 92, 664, 233, 523, 141, 141
01687, 92, 664, 233, 523, 141, 141
01688, 92, 664, 233, 523, 141, 141
01689, 92, 664, 233, 523, 141, 141
01690, 92, 664, 233, 523, 141, 141
01691, 109, 647, 227, 530, 118, 117
01692, 109, 647, 227, 530, 118, 117
01693, 109, 647, 227, 530, 118, 117
01694, 109, 647, 227, 530, 118, 117
01695, 109, 647, 227, 530, 118, 117
01696, 109, 647, 227, 530, 118, 117
01697, 106, 650, 248, 509, 142, 141
01698, 109, 647, 227, 530, 118, 117
01699, 109, 647, 227, 530, 118, 117
01700, 109, 647, 227, 530, 118, 117
01701, 109, 647, 227, 530, 118, 117
01702, 109, 647, 227, 530, 118, 117
01703, 109, 647, 227, 530, 118, 117
01704, 109, 647, 227, 530, 118, 117
01705, 109, 647, 227, 530, 118, 117
01706, 109, 647, 227, 530, 118, 117
01707, 109, 636, 227, 518, 118, 118
01708, 97, 647, 215, 530, 118, 117
01709, 97, 647, 215, 530, 118, 117
01710, 97, 647, 215, 530, 118, 117
01711, 97, 647, 215, 530, 118, 117
01712, 97, 647, 215, 530, 118, 117
01713, 121, 659, 239, 541, 118, 118
01714, 109, 659, 227, 541, 118, 118
01715, 109, 659, 227, 541, 118, 118
01716, 109, 659, 227, 541, 118, 118
01717, 109, 659, 227, 541, 118, 118
01718, 92, 664, 233, 523, 141, 141
01719, 92, 664, 233, 523, 141, 141
01720, 121, 659, 239, 541, 118, 118
01721, 121, 659, 239, 541, 118, 118
01722, 121, 659, 239, 541, 118, 118
01723, 97, 647, 215, 530, 118, 117
01724, 121, 659, 239, 541, 118, 118
01725, 121, 659, 239, 541, 118, 118
01726, 121, 659, 239, 541, 118, 118
01727, 121, 647, 239, 530, 118, 117
01728, 121, 647, 239, 530, 118, 117
01729, 121, 647, 239, 530, 118, 117
01730, 121, 647, 239, 530, 118, 117
01731, 121, 647, 239, 530, 118, 117
01732, 121, 647, 239, 530, 118, 117
01733, 121, 647, 239, 530, 118, 117
01734, 121, 647, 239, 530, 118, 117
01735, 121, 647, 239, 530, 118, 117
01736, 121, 659, 239, 541, 118, 118
01737, 121, 659, 239, 541, 118, 118
01738, 121, 659, 239, 541, 118, 118
01739, 121, 659, 239, 541, 118, 118
01740, 121, 659, 239, 541, 118, 118
01741, 109, 659, 227, 541, 118, 118
01742, 121, 671, 239, 553, 118, 118
01743, 109, 671, 227, 553, 118, 118
01744, 109, 671, 227, 553, 118, 118
01745, 92, 679, 233, 537, 141, 142
01746, 109, 671, 227, 553, 118, 118
01747, 109, 671, 227, 553, 118, 118
01748, 97, 671, 215, 553, 118, 118
01749, 97, 671, 215, 553, 118, 118
01750, 85, 671, 203, 553, 118, 118
01751, 97, 671, 215, 553, 118, 118
01752, 97, 671, 215, 553, 118, 118
01753, 109, 671, 227, 553, 118, 118
01754, 85, 659, 203, 541, 118, 118
01755, 85, 659, 203, 541, 118, 118
01756, 97, 659, 215, 541, 118, 118
01757, 97, 659, 215, 541, 118, 118
01758, 97, 659, 215, 541, 118, 118
01759, 97, 659, 215, 541, 118, 118
01760, 92, 664, 233, 523, 141, 141
01761, 92, 664, 233, 523, 141, 141
01762, 109, 659, 227, 541, 118, 118
01763, 109, 659, 227, 541, 118, 118
01764, 97, 671, 215, 553, 118, 118
01765, 92, 679, 233, 537, 141, 142
01766, 97, 671, 215, 553, 118, 118
01767, 97, 671, 215, 553, 118, 118
01768, 109, 671, 227, 553, 118, 118
01769, 109, 671, 227, 553, 118, 118
01770, 109, 671, 227, 553, 118, 118
01771, 109, 671, 227, 553, 118, 118
01772, 109, 671, 227, 553, 118, 118
01773, 109, 671, 227, 553, 118, 118
01774, 109, 671, 227, 553, 118, 118
01775, 109, 671, 227, 553, 118, 118
01776, 109, 671, 227, 553, 118, 118
01777, 109, 671, 227, 553, 118, 118
01778, 109, 671, 227, 553, 118, 118
01779, 109, 671, 227, 553, 118, 118
01780, 92, 679, 233, 537, 141, 142
01781, 92, 679, 233, 537, 141, 142
01782, 92, 679, 233, 537, 141, 142
01783, 92, 679, 233, 537, 141, 142
01784, 92, 679, 233, 537, 141, 142
01785, 92, 679, 233, 537, 141, 142
01786, 92, 679, 233, 537, 141, 142
01787, 92, 679, 233, 537, 141, 142
01788, 92, 679, 233, 537, 141, 142
01789, 92, 679, 233, 537, 141, 142
01790, 109, 671, 227, 553, 118, 118
01791, 109, 671, 227, 553, 118, 118
01792, 92, 679, 233, 537, 141, 142
01793, 92, 679, 233, 537, 141, 142
01794, 109, 671, 227, 553, 118, 118
01795, 109, 671, 227, 553, 118, 118
01796, 77, 693, 219, 552, 142, 141
01797, 92, 679, 233, 537, 141, 142
